day;host;pedestrian_count
2017-01-04;6180;9590
2017-02-14;6199;23
2016-11-03;7124;7278
2017-02-27;7070;2588
2016-11-14;6185;11239
2017-01-08;7075;3587
2016-11-15;7069;655
2016-12-25;7058;38358
2017-02-18;7040;5496
2016-10-14;7044;39759
2017-01-14;6198;5327
2017-01-16;7054;932
2016-11-28;6193;5410
2017-01-07;6185;9621
2016-10-25;7069;336
2017-02-28;14172;17173
2016-10-18;7061;492
2017-03-01;7070;283
2016-11-12;6184;55035
2016-11-30;7038;11046
2017-01-30;7069;1038
2016-11-15;7119;1079
2017-01-25;7051;93201
2016-11-09;6200;6355
2017-01-13;6199;35
2016-12-03;6194;21301
2017-03-01;7040;2180
2017-02-01;6178;53
2017-02-26;6185;8571
2017-01-21;7075;4445
2016-12-30;6198;3429
2016-12-31;6194;16181
2017-02-18;7038;7577
2017-01-15;7054;398
2016-12-09;7123;23279
2017-01-06;7043;55485
2016-11-02;7058;69553
2016-11-25;7124;8855
2016-12-13;6194;26255
2016-11-09;6199;51
2016-12-24;6180;5278
2016-11-26;6177;6086
2017-01-15;7123;21753
2017-01-21;7124;4714
2017-01-10;14172;44688
2016-10-31;7119;1121
2017-02-24;6192;18931
2016-10-26;7057;870
2016-12-15;7048;1278
2016-11-08;7075;2541
2017-01-01;6192;8112
2016-11-27;6192;10776
2017-03-07;6178;33
2017-02-28;7123;33568
2016-12-15;6193;5930
2017-01-28;7059;196
2016-11-19;6192;17420
2017-01-04;6192;18092
2016-12-13;7075;6036
2017-01-13;7036;0
2017-03-02;7038;1230
2016-10-21;6185;4363
2016-12-28;7076;31204
2016-12-02;6199;28
2017-02-05;7123;17283
2016-10-28;7070;8455
2016-11-27;7049;5142
2017-01-03;7052;767
2016-12-23;6200;6799
2017-02-26;7124;3851
2016-10-25;6199;19
2017-01-10;7050;28861
2017-02-15;7070;17094
2017-01-15;6193;2507
2016-12-27;7052;7881
2017-01-09;7123;26938
2017-01-04;7053;10348
2017-01-27;7075;7659
2017-02-17;7039;34503
2016-10-15;6194;12699
2017-02-02;6199;32
2016-11-27;6184;58430
2016-11-12;7059;124
2017-02-04;6201;3231
2016-11-27;6198;3709
2017-02-27;6192;18074
2016-12-02;6194;26361
2017-02-23;7058;59712
2016-11-27;6177;4964
2017-02-27;7051;80242
2017-01-29;7075;3144
2016-10-17;6202;9053
2017-02-24;7058;53949
2016-10-25;7052;10579
2017-01-27;7061;711
2017-01-21;6198;4774
2017-02-14;6202;10212
2016-11-25;7048;1336
2016-12-29;7054;607
2017-01-08;7047;6382
2016-12-01;7051;111309
2016-10-19;7075;2722
2016-11-12;6201;4107
2016-11-15;7048;1248
2016-10-22;7053;5248
2017-01-04;7037;24128
2016-10-28;7036;0
2017-02-16;7054;810
2017-01-19;6184;77944
2016-12-12;7072;10416
2016-11-14;6191;7325
2016-11-29;7051;105786
2017-02-06;7043;51750
2016-10-25;14172;39346
2016-11-17;6182;15492
2017-01-12;7057;1529
2017-01-22;7124;3595
2016-10-29;7075;1810
2016-10-31;7052;8752
2016-11-28;7075;4213
2016-11-04;7044;77896
2016-10-26;7124;2223
2016-11-26;6192;17017
2016-11-20;7036;0
2016-11-05;7053;5804
2017-02-04;7075;4220
2016-11-25;7039;38880
2016-10-16;7037;14107
2016-10-25;7043;43553
2016-12-18;6192;11457
2016-10-25;7070;9107
2016-12-24;7044;47304
2016-10-20;6184;54421
2017-02-18;7119;874
2016-12-15;7057;1700
2017-02-28;7044;8532
2017-01-04;7049;8223
2016-11-08;7061;559
2017-02-20;7123;21032
2017-01-27;7072;11060
2016-11-22;7048;1529
2017-01-04;7123;28754
2016-10-25;6184;59623
2016-12-01;7124;7991
2017-01-02;6178;0
2017-02-24;6184;55216
2016-12-08;7058;75217
2017-01-20;6184;77752
2016-12-29;7047;7165
2016-12-28;6182;15966
2016-11-16;6202;13895
2016-11-14;7076;47047
2017-01-17;7048;1336
2017-01-31;7051;92081
2017-01-21;6202;14265
2016-11-07;6198;3437
2017-01-22;7070;7208
2017-01-13;6194;28979
2017-01-25;6199;14
2017-02-22;7044;66620
2016-10-13;7075;1402
2016-10-21;7043;46693
2017-03-04;6178;173
2016-11-24;7054;966
2016-11-07;7052;10760
2016-10-22;6178;40
2017-01-24;6193;3884
2017-01-20;14172;48745
2016-10-19;7049;7678
2016-10-19;6200;7313
2017-02-06;6194;23220
2016-11-08;7058;70259
2016-12-24;6192;10960
2017-01-03;7072;508
2017-01-26;7058;72618
2017-02-26;6202;8864
2017-02-24;7059;211
2017-01-23;6191;7928
2017-01-27;7053;11234
2016-11-08;7052;11229
2016-11-16;6198;4336
2016-12-30;7036;0
2017-01-28;7044;84593
2016-10-15;7072;6704
2016-11-19;6177;4899
2017-01-03;6192;920
2017-02-22;6202;12435
2016-12-20;6177;5258
2017-01-22;7054;531
2016-10-24;6193;5940
2016-12-16;6198;5293
2016-11-25;7072;12050
2017-01-08;7054;522
2017-01-13;7043;65467
2016-10-18;7048;882
2017-03-05;7060;52
2016-12-04;6185;8745
2016-10-11;7048;235
2017-01-17;6199;28
2016-12-01;6193;5195
2017-02-02;7057;1625
2016-11-21;7050;28726
2017-01-16;6182;16785
2016-11-29;7039;36370
2016-12-10;6201;4622
2016-11-24;7051;100574
2017-01-16;7053;12519
2017-01-28;7061;657
2017-02-20;7054;963
2016-11-07;7054;699
2017-02-11;6198;3792
2016-12-24;7076;28612
2016-12-04;7038;4957
2017-03-02;6198;163
2017-02-02;7124;7456
2016-10-22;6180;8977
2016-10-22;6198;3537
2016-12-28;14172;35233
2016-12-21;7047;8166
2016-11-14;7054;831
2016-12-27;7049;6041
2017-01-09;7058;64514
2017-01-22;7048;1070
2016-10-13;6191;4642
2016-12-08;7047;8710
2016-12-28;7037;25376
2016-12-17;7123;23718
2016-10-24;6201;4406
2016-11-17;6198;4035
2016-11-05;7040;4452
2016-10-28;7052;10167
2016-12-26;6202;8102
2016-12-19;7060;266
2016-10-13;6185;2347
2016-12-23;7123;25503
2017-02-24;7050;23034
2017-01-02;7036;0
2017-03-03;6192;1038
2016-10-31;7058;70556
2016-12-04;6202;10219
2017-02-20;7044;63065
2016-10-25;6191;8315
2017-01-11;6184;62711
2016-12-12;7119;915
2017-02-19;7047;6689
2017-02-22;7059;184
2016-11-20;7043;37979
2016-10-22;14172;36923
2017-02-28;7075;615
2016-12-10;7044;72681
2016-12-21;7124;6942
2017-02-16;7060;303
2016-11-26;7047;8776
2017-01-18;6194;27762
2017-01-31;6180;9786
2017-01-15;6191;3774
2017-01-21;7043;51816
2017-03-06;7059;74
2016-10-18;7069;394
2017-01-26;7048;1494
2016-12-06;7036;0
2017-01-25;6192;22082
2017-03-03;7037;103142
2016-12-11;7124;4911
2017-01-10;7069;826
2016-12-13;7123;27611
2016-10-13;7058;41526
2017-02-02;6194;26704
2016-11-19;6201;4851
2016-12-01;7038;11094
2016-11-18;6201;5803
2017-01-16;6198;3989
2017-01-28;7047;10287
2017-03-05;7058;19242
2016-10-12;7070;6058
2017-01-13;7123;25130
2016-12-09;7047;9896
2017-03-07;7119;54
2016-11-28;7124;8509
2016-11-04;7054;639
2017-02-14;7047;8285
2016-12-22;6199;26
2016-10-25;7036;0
2016-12-17;7049;8200
2016-11-22;7038;10554
2016-10-11;14172;10335
2016-12-27;6198;3595
2016-12-25;7053;3354
2016-10-14;7060;134
2016-12-08;6182;17565
2016-11-17;7047;9607
2017-01-04;7119;930
2017-01-27;6191;9260
2016-12-09;6201;5553
2017-01-08;7069;333
2017-01-19;7049;9510
2016-11-24;6185;11388
2016-11-28;7076;46676
2016-11-12;14172;32441
2016-10-22;7036;0
2017-01-10;7072;8236
2016-12-02;7072;12400
2016-11-17;7070;15238
2017-02-04;7053;5860
2016-11-25;7047;8924
2016-11-23;7057;1766
2017-01-06;14172;45714
2017-02-19;7053;5557
2017-02-05;6178;45
2017-02-06;6180;11463
2017-01-25;7050;29764
2017-02-28;6182;19385
2016-12-22;7039;30258
2016-12-04;7053;5926
2016-12-27;7060;184
2016-10-24;6180;6148
2016-12-20;7124;7033
2016-12-14;7036;0
2017-02-26;6199;11
2017-01-12;7075;7083
2016-10-22;7040;4264
2016-12-14;7054;949
2016-12-02;7123;24343
2016-11-12;7037;17915
2016-10-20;7047;8299
2017-02-25;6192;16375
2017-02-03;7043;57420
2017-01-21;6194;22993
2016-11-07;7069;452
2017-01-15;7057;1051
2016-12-23;6194;24309
2017-02-17;7057;1408
2017-01-10;7036;0
2016-12-15;6182;19312
2016-12-02;6192;23783
2016-11-17;7072;11683
2016-11-08;6193;4677
2016-11-29;7070;20216
2016-12-13;6180;13619
2016-12-25;14172;13947
2017-01-02;7043;0
2016-12-01;7119;851
2016-12-06;7037;20687
2016-12-19;7061;458
2017-02-20;7038;9390
2017-02-08;7037;24806
2016-12-04;7070;13825
2016-11-03;6180;12471
2016-12-28;7043;45653
2017-02-18;6200;7691
2017-03-07;7043;7253
2017-02-22;6200;5985
2017-01-28;6180;11138
2016-10-22;6177;3629
2016-11-28;7069;1283
2016-12-17;7051;90481
2017-01-07;6200;6022
2016-11-04;7057;1465
2016-10-21;7047;8551
2017-02-14;7069;2070
2017-01-23;7049;8949
2016-12-02;6184;79648
2017-01-04;7060;256
2017-03-05;7047;1117
2017-02-24;7069;1946
2016-11-20;6201;2779
2016-12-08;7043;55230
2017-03-07;6185;37
2017-02-22;7047;9001
2016-11-05;6200;8409
2017-02-05;7036;0
2017-02-21;7047;8907
2016-10-15;7119;709
2017-02-27;7075;4541
2017-02-03;6182;18630
2016-11-13;6194;13515
2016-11-14;7050;29337
2017-02-21;6198;4010
2017-03-04;7057;99
2017-01-14;14172;42078
2016-11-29;6191;7914
2016-10-17;7048;740
2017-01-05;7052;9292
2016-12-05;7057;1767
2017-01-06;7040;6216
2017-02-21;7124;7372
2016-12-07;6180;13329
2016-11-04;6182;13787
2016-11-19;6193;6036
2016-12-23;7069;898
2017-02-10;6200;7237
2017-03-02;7072;97
2017-02-12;7076;23306
2017-03-07;7040;242
2017-01-17;7049;9578
2017-01-23;7050;28783
2016-11-08;7049;7613
2016-11-02;7061;613
2017-02-13;7036;0
2016-12-20;7037;24913
2017-01-08;6199;23
2016-11-02;6191;6505
2017-01-25;14172;44713
2017-03-05;6201;349
2017-02-04;7037;16806
2016-12-06;7061;715
2017-02-16;7070;13936
2017-01-27;7070;14527
2017-01-24;7052;10940
2016-11-16;7060;308
2017-01-25;7053;11733
2016-11-12;7049;5580
2017-01-31;7049;9210
2016-11-11;6182;18705
2016-10-29;7076;34943
2016-11-14;7036;0
2016-10-15;7061;520
2016-10-16;7050;12198
2017-01-31;7037;27747
2017-01-30;7039;34828
2016-12-06;7043;59179
2016-12-19;6180;11912
2016-12-15;7058;78585
2016-11-23;7069;908
2016-11-06;7036;0
2016-11-06;6200;5373
2016-11-02;6202;15134
2017-01-11;7057;1454
2017-01-09;7043;57458
2016-12-05;7036;0
2016-12-23;6193;5252
2016-10-19;7048;1067
2017-02-12;7044;47379
2017-01-26;7039;37156
2016-10-29;6201;4224
2017-03-06;6194;2395
2016-11-18;7124;7356
2017-02-01;6194;24225
2016-11-04;7047;9773
2016-11-16;7076;46677
2016-11-04;7053;9392
2016-11-15;7038;10442
2017-02-02;6180;10250
2017-02-25;7061;690
2016-12-10;7043;52373
2017-01-21;6192;18066
2017-01-09;7052;9868
2016-12-24;7069;561
2016-11-02;7070;8569
2016-11-08;7051;100101
2016-10-19;6192;20719
2016-10-18;6185;2561
2016-12-08;6202;13473
2016-12-31;6185;9116
2017-01-09;7048;1150
2016-12-31;7038;6208
2017-01-17;7038;11517
2016-12-19;7057;1408
2016-11-28;14172;46482
2016-11-11;7072;10971
2016-11-26;7048;1272
2016-11-17;6177;8624
2017-01-10;6198;3828
2016-10-20;7124;7130
2016-11-01;7119;909
2017-02-12;7054;334
2017-01-11;7050;26398
2017-02-09;7051;81362
2017-03-01;7058;23878
2017-01-01;6177;3028
2016-11-04;6202;14051
2017-01-07;6177;5115
2016-11-25;14172;45560
2016-12-06;7047;8919
2016-12-17;6180;12815
2016-12-27;7070;15917
2017-02-07;7037;22701
2017-01-28;6182;15641
2016-11-12;7052;7364
2017-01-27;7052;12050
2016-12-26;6184;55650
2017-02-18;7123;23193
2016-11-15;6193;5281
2016-10-16;7072;5020
2016-11-24;6184;77574
2016-11-20;7076;28527
2016-11-07;7070;8797
2016-12-24;6185;9002
2016-11-08;7059;135
2016-10-16;7051;34633
2016-10-20;7060;215
2017-02-22;7053;10328
2016-11-17;7053;10617
2016-10-21;7036;0
2016-11-12;7070;9978
2016-12-10;7053;7065
2016-10-11;6178;15
2017-01-05;7036;0
2016-10-20;6185;3725
2017-02-12;7058;45144
2016-10-28;7069;421
2016-12-08;7069;889
2017-02-01;7076;47025
2016-10-11;6180;3380
2017-01-12;6198;3644
2017-02-26;7123;16677
2016-10-14;7123;12558
2016-12-27;7059;108
2016-12-19;7059;126
2017-01-25;6201;5329
2016-11-10;7051;97543
2016-11-04;6201;5030
2017-02-14;7044;67967
2016-11-03;7037;28661
2016-12-07;7119;894
2017-02-04;6193;2444
2017-02-18;7037;22340
2016-12-14;6199;36
2016-12-02;7070;18669
2016-11-16;6201;5510
2016-10-21;7049;6590
2017-03-06;7043;12434
2016-10-19;7059;229
2016-10-14;6184;30966
2016-11-29;6199;28
2016-10-26;7049;2056
2016-11-22;7037;21758
2016-11-24;7061;640
2016-11-22;7049;9491
2016-10-22;6201;4262
2017-02-24;6199;14
2017-03-01;7036;0
2017-02-15;6192;19360
2016-10-30;7048;815
2017-01-19;7072;11941
2017-02-20;7061;667
2016-10-28;6180;9987
2016-10-23;7048;675
2017-02-20;7043;49525
2016-12-11;7061;429
2016-12-22;7060;263
2016-12-12;7123;29396
2016-10-26;7076;11817
2016-12-10;7060;305
2017-02-23;7076;42570
2016-11-14;6201;5530
2016-11-16;7124;7426
2016-12-22;7059;163
2016-11-21;7047;8166
2016-10-29;7069;292
2016-11-11;7076;28622
2017-01-07;7058;54218
2016-10-29;7060;231
2017-01-30;6192;19859
2016-12-30;7057;1207
2016-10-28;7124;7048
2016-11-06;6184;49300
2016-11-01;7036;0
2017-01-06;7039;34466
2017-02-28;6193;829
2016-11-11;7039;21953
2016-12-08;6198;4432
2017-02-22;7060;317
2017-02-27;6202;8852
2016-11-07;6192;20284
2017-02-10;7051;81661
2017-01-05;6199;42
2016-12-19;6177;6186
2017-02-16;7048;1118
2017-02-19;6198;2854
2016-12-19;6191;7259
2017-03-03;7072;210
2017-03-07;7070;27
2017-02-26;6177;4672
2016-12-17;7119;918
2016-10-12;6182;9775
2016-11-20;7057;1094
2017-01-08;6193;3085
2016-11-14;7049;9410
2017-02-05;6200;5689
2017-01-15;7061;375
2017-01-26;7059;83
2017-02-26;7040;4295
2017-02-22;7036;0
2017-03-04;7124;622
2017-03-01;7051;61844
2016-10-19;7072;13569
2017-02-17;7075;3953
2016-10-12;7036;0
2017-01-11;7076;39913
2016-10-29;6199;26
2017-01-03;6180;1230
2017-01-23;7039;34701
2017-02-16;7050;25688
2017-01-05;6182;19043
2017-02-06;7119;759
2017-02-09;7058;64465
2017-03-04;6193;337
2016-10-16;6193;2639
2017-02-09;6198;3351
2016-12-07;7048;1502
2016-11-11;6185;2637
2017-02-23;7061;1032
2016-12-03;7070;24735
2016-10-13;7050;14442
2016-12-12;7057;1734
2016-10-19;6191;8558
2016-10-11;6194;5721
2017-01-31;6192;23450
2017-01-26;7069;1375
2016-12-28;6198;3583
2017-02-22;7058;71508
2017-01-07;7048;1001
2016-12-03;6185;11133
2017-02-17;7119;1034
2016-12-24;7051;44066
2017-01-03;7054;48
2016-12-23;7072;11380
2017-01-18;7060;159
2017-01-09;7050;29693
2017-02-14;7050;26492
2016-12-04;7040;3234
2017-01-14;7036;0
2017-02-07;7051;72374
2017-02-10;7040;6074
2016-11-23;7047;9233
2016-12-25;7054;244
2016-12-20;6198;3818
2016-10-13;7036;0
2017-02-16;7040;6745
2016-10-18;7057;1367
2016-10-21;6193;5448
2016-10-20;7051;93070
2017-02-04;6194;17467
2016-12-16;6201;5919
2017-01-30;6201;4969
2017-02-19;7052;6321
2017-01-26;7060;212
2017-01-19;7039;37271
2017-03-05;7076;7848
2016-12-31;7049;5385
2016-12-26;7038;5678
2017-02-18;7059;206
2017-01-27;7044;84840
2016-10-14;7047;4876
2016-12-06;6180;13259
2017-02-13;7119;787
2016-12-12;7040;5904
2016-10-12;7052;6382
2017-02-18;6202;12748
2016-11-15;7054;946
2016-11-28;6178;86
2016-12-29;7051;63354
2016-10-17;7057;1041
2016-11-10;7072;11879
2017-01-05;6177;5846
2016-11-26;14172;41135
2017-02-16;7044;74653
2016-11-22;6193;4648
2016-11-22;6177;7848
2017-03-06;6177;485
2016-12-23;14172;38179
2016-10-25;7072;13216
2017-01-15;7043;34278
2017-01-14;7057;1478
2017-01-16;6202;9752
2017-01-27;7050;34922
2016-10-30;6200;6045
2016-12-18;6199;14
2016-11-05;7052;8408
2016-12-19;14172;41570
2016-11-06;7043;34389
2016-11-21;7058;67582
2016-11-27;7051;54491
2017-01-31;6194;25004
2017-01-19;6177;6681
2016-10-22;6184;53447
2016-12-13;7039;41932
2017-02-10;6182;12563
2017-02-08;6185;11099
2017-02-04;6182;11470
2017-01-03;7123;2976
2016-10-18;7037;15148
2017-02-08;6200;7723
2017-02-04;7070;9699
2017-01-06;7050;27770
2016-11-14;6180;12208
2017-01-14;7048;1233
2017-01-04;6178;191
2017-01-22;7047;6597
2017-02-28;7072;801
2017-01-14;7072;10268
2016-12-11;6177;5294
2017-01-05;7059;131
2016-10-15;6180;6086
2017-01-25;7058;66977
2016-12-04;7044;52545
2017-02-18;7048;1207
2016-11-04;7123;29513
2017-02-26;6180;7455
2016-12-28;7072;9955
2016-10-31;6182;16653
2017-01-02;7058;0
2017-01-26;6199;26
2016-11-29;7053;10919
2016-12-04;7124;4406
2017-01-31;7050;28239
2016-12-22;7053;8996
2017-01-01;6194;10492
2017-01-04;7057;1379
2016-12-17;7070;22540
2017-02-21;7075;5595
2016-10-23;7057;974
2017-01-15;6182;12837
2016-12-23;6191;7121
2016-12-04;7123;13098
2016-10-12;6198;1815
2016-11-23;6202;12897
2016-11-11;7049;5246
2016-11-03;7069;473
2016-10-24;14172;36989
2016-11-21;6185;10378
2016-11-08;7123;56533
2016-11-22;7050;29579
2016-11-02;7054;483
2016-10-19;7037;22438
2017-01-30;7070;9897
2017-02-23;7049;8388
2016-11-03;6177;5498
2016-12-24;7043;33178
2017-02-07;7119;667
2016-10-11;7061;187
2016-10-26;7069;151
2016-11-15;7047;9748
2016-12-28;7123;19892
2017-03-03;14172;8539
2016-10-27;6178;12
2016-11-25;7040;6544
2017-01-11;7061;479
2016-10-30;6185;1938
2016-12-19;6199;16
2016-11-07;7044;63650
2016-11-06;6202;9977
2017-03-04;6177;390
2017-01-13;7054;1140
2016-10-28;7123;31004
2017-01-06;6178;105
2016-11-25;6191;9683
2016-12-04;7076;26379
2016-12-02;7040;6711
2017-02-01;7124;8140
2017-02-13;7052;9384
2017-02-26;7070;7600
2016-12-31;7072;8754
2017-03-06;7044;11613
2016-10-23;6182;13033
2017-02-12;7053;4893
2017-02-16;7051;84495
2017-02-05;6193;2199
2016-11-25;7119;1015
2016-11-11;7048;865
2016-10-24;6198;2595
2016-10-14;7052;5688
2016-10-29;7040;3822
2017-02-12;6184;49997
2016-10-28;7048;1153
2017-01-15;7072;4713
2016-10-24;7047;8325
2016-11-23;7050;31097
2016-10-17;7069;301
2016-11-18;7059;162
2016-10-23;6185;2626
2016-10-26;7054;223
2017-02-05;7069;1238
2017-01-18;7076;41789
2016-11-17;6201;6369
2016-12-20;7039;31913
2017-01-30;7059;142
2016-12-06;7123;23292
2017-02-07;7036;0
2017-02-18;6194;22614
2017-02-22;7124;6818
2017-01-29;7054;424
2016-11-22;14172;43284
2016-11-28;6200;7676
2016-11-25;6184;79042
2016-10-22;7072;12430
2017-01-01;7070;5059
2017-01-13;7069;977
2017-01-11;6198;3462
2017-01-25;7054;926
2016-12-02;7047;9584
2016-10-21;6177;4828
2016-12-04;7048;905
2017-01-16;7060;305
2016-10-20;6191;8611
2017-01-03;7038;538
2016-10-11;7119;253
2016-11-11;6191;5097
2017-01-30;7040;6447
2017-02-07;7052;8150
2016-11-15;7037;23637
2016-10-27;7037;28411
2016-12-26;6198;3540
2017-02-27;6198;2548
2017-01-09;7051;90534
2016-10-24;7038;8303
2016-12-24;6184;53713
2016-12-24;6178;27
2016-12-29;7057;1429
2016-12-13;6198;5097
2016-12-24;7048;797
2017-02-14;7124;6978
2016-10-31;7043;44970
2016-11-03;6185;2344
2017-02-27;7038;8016
2016-11-27;7075;3013
2017-01-01;7060;224
2017-02-05;7037;19776
2016-11-18;7050;30571
2017-02-05;6184;56316
2016-12-15;7050;31208
2016-12-16;6202;14885
2016-12-18;7061;454
2017-01-20;7061;633
2017-01-25;6180;13051
2017-02-02;7053;11972
2016-10-14;7053;4124
2016-12-10;7052;9282
2016-12-12;6178;213
2017-01-04;7051;86581
2016-10-14;6185;1778
2016-12-23;7075;3155
2017-02-04;7052;6230
2017-01-19;14172;48333
2017-02-20;6199;13
2016-12-03;7039;25565
2017-02-04;6184;54361
2016-11-21;7052;11149
2016-11-20;6193;3087
2017-02-11;6193;2641
2016-12-14;7076;46229
2017-01-20;6185;10345
2016-11-23;7051;102392
2016-10-27;6184;55341
2017-02-11;14172;35059
2016-11-14;7059;179
2016-11-13;7047;6000
2016-11-13;6177;3980
2016-10-12;7048;735
2016-10-11;6184;13347
2016-11-15;6201;5684
2016-11-13;6178;71
2016-10-31;6178;63
2017-03-05;6202;1261
2017-02-14;7048;1102
2017-02-17;7050;28177
2017-02-12;6200;4124
2017-02-24;7060;346
2016-11-02;6180;10645
2017-02-26;7057;933
2016-11-17;7050;31025
2017-02-28;6202;3089
2016-11-30;7076;49947
2017-01-24;7076;41024
2016-10-27;7039;28968
2017-01-30;6191;4904
2016-12-19;7047;9170
2017-01-17;7051;103102
2016-10-30;7076;29022
2017-01-14;7040;5215
2017-02-07;7075;4240
2016-12-29;6200;5485
2016-10-21;7054;366
2017-02-18;6199;29
2016-11-02;14172;43705
2016-10-19;7070;10737
2017-03-04;7069;39
2017-02-22;6177;8637
2017-01-04;7047;8323
2016-12-17;7038;8318
2016-11-15;6202;13649
2017-01-12;7054;937
2016-10-29;6180;7169
2017-02-24;6180;11565
2017-01-01;7040;2494
2017-01-17;7119;760
2016-12-17;14172;45580
2017-01-22;6198;3026
2017-01-31;7039;34689
2016-12-05;6180;12442
2017-02-15;7060;366
2016-11-01;7043;33360
2017-03-04;6184;12414
2017-01-24;6198;3806
2016-12-22;6177;6250
2016-11-27;6182;12057
2017-02-07;6193;3073
2016-12-19;6182;15583
2017-02-25;7069;1754
2017-03-01;6182;28198
2017-01-26;7036;0
2016-12-14;7069;1154
2017-01-27;7036;0
2016-12-17;6184;83669
2016-11-18;6177;6819
2017-01-10;6194;24949
2017-02-17;6198;4312
2016-12-11;6180;7595
2017-02-27;6180;10143
2017-03-05;6199;1
2016-10-17;7044;41739
2017-01-27;6200;8261
2017-02-04;7051;53630
2017-03-06;7124;1144
2016-11-09;7061;433
2017-02-09;7076;32904
2016-12-11;6182;14427
2017-01-14;7047;9079
2016-10-23;7036;0
2016-12-13;7057;1757
2017-03-06;7123;69519
2017-02-24;7061;618
2017-02-05;7070;9541
2017-01-17;6191;8468
2016-11-22;6194;25238
2016-11-30;6178;13
2016-10-22;6192;15724
2017-01-29;7049;5844
2017-01-02;7070;0
2016-11-08;7119;716
2016-11-29;7040;6202
2016-12-19;7052;10516
2017-01-04;7044;69313
2017-01-18;7054;956
2016-12-31;7124;3784
2017-02-27;7123;18271
2016-12-26;7048;1059
2016-10-12;7047;5565
2016-12-27;6192;15803
2016-11-18;7036;0
2016-12-04;7059;109
2017-01-26;6180;14094
2016-11-09;7054;897
2017-02-28;7052;699
2016-10-28;7061;622
2016-12-25;7123;16390
2016-12-19;7076;37846
2017-01-27;7049;11384
2017-02-24;7054;864
2016-12-08;7044;67578
2017-02-09;7069;2411
2017-02-07;7048;1039
2017-01-06;7123;25233
2016-12-16;7053;12126
2016-12-19;7072;11807
2016-12-06;7075;4519
2017-03-03;7075;545
2016-10-11;7036;0
2016-11-20;7075;2820
2016-12-18;7036;0
2017-02-28;6185;697
2016-12-22;6180;7548
2017-01-13;6200;8085
2017-02-02;7061;679
2016-10-15;6201;2895
2017-02-22;7040;7493
2017-02-12;7123;19435
2016-12-19;7054;884
2016-12-10;6182;16009
2017-01-24;7059;136
2016-10-13;6199;31
2016-11-10;7036;0
2017-01-21;6199;26
2017-02-01;7060;339
2016-10-19;6184;62254
2016-10-25;6198;3352
2017-03-07;7039;759
2017-01-14;6178;76
2016-10-29;6194;19337
2017-02-03;7076;46181
2016-12-10;7057;1737
2016-11-02;7057;1553
2016-11-02;7119;815
2016-12-09;6199;30
2016-12-31;7069;568
2017-02-12;6178;49
2017-02-03;7049;9291
2016-12-13;7051;101361
2017-01-18;6200;6818
2017-02-14;6180;9923
2017-01-17;6178;9
2017-02-16;7119;958
2017-02-16;6184;67318
2017-03-04;6191;36
2017-01-24;7053;10741
2017-01-22;6199;16
2017-02-12;7049;4943
2016-12-11;7040;3534
2017-02-07;7044;54635
2016-12-23;7039;24778
2016-10-13;7053;5514
2017-02-03;7053;10218
2016-12-07;6202;14525
2016-11-19;7124;5347
2016-11-26;7059;150
2017-02-24;7047;7225
2016-11-06;7052;6285
2017-02-22;6184;73435
2016-11-28;7047;9024
2017-02-13;6198;3657
2017-03-07;6191;2
2016-10-24;7043;46371
2016-12-11;7123;25126
2016-11-05;14172;43583
2016-11-23;7076;47895
2016-10-23;7072;6854
2016-12-05;7048;1475
2017-01-29;7124;3534
2017-01-22;6185;9254
2017-01-18;6191;8828
2016-12-10;7069;608
2016-10-14;7048;586
2016-10-23;7044;49558
2017-01-01;7054;340
2017-03-07;6177;186
2016-12-05;6200;7240
2017-02-25;7036;0
2017-01-14;7061;480
2016-11-04;6199;38
2016-10-27;7069;416
2017-02-07;6182;15270
2017-03-03;7119;78
2016-11-19;6198;5421
2016-11-17;7037;20691
2016-11-29;7072;12876
2016-11-30;6201;5199
2016-10-21;6184;61328
2017-01-22;6177;3971
2016-12-04;7058;62637
2016-11-28;6198;4213
2016-12-07;7061;591
2017-02-17;6191;1211
2016-11-30;14172;49140
2016-12-29;7061;553
2016-10-16;7048;574
2017-01-24;7054;1000
2017-01-21;6200;7269
2017-01-29;7048;942
2017-03-01;7038;1101
2017-01-25;6200;6939
2017-02-14;7058;70170
2017-02-15;6199;30
2017-02-06;7054;861
2016-11-24;6191;9450
2016-11-01;7060;127
2017-02-10;7039;27936
2016-11-07;7123;44182
2016-12-02;7075;4579
2016-11-26;7040;4864
2017-02-16;7076;36785
2016-10-19;7043;45916
2017-02-06;7069;2087
2016-11-13;6201;2586
2017-03-05;7069;37
2016-11-03;6198;4523
2016-11-07;7043;42813
2016-10-23;6180;5164
2016-11-18;7058;74348
2016-11-24;6198;4554
2016-11-03;7051;107327
2017-01-14;7123;17419
2016-10-19;7036;0
2017-02-22;7037;23496
2016-11-10;6180;8160
2017-02-28;6178;193
2017-03-04;7044;11249
2016-11-26;7076;42493
2016-11-05;7119;937
2016-11-13;7038;4085
2016-11-05;7048;773
2017-01-17;7124;7195
2016-12-10;6202;11976
2017-01-21;6178;20
2016-12-21;7036;0
2016-12-10;7058;69352
2017-03-06;6202;1127
2017-01-10;6178;115
2017-02-04;7057;1185
2016-12-12;6202;10421
2016-12-01;7072;12411
2017-01-10;7059;147
2017-02-20;7052;9662
2016-11-10;6193;4571
2016-10-24;7039;27101
2016-11-09;6182;18195
